id,text,stance,category
386,"كانت كل دول العالم العربي تأتي الى لبنان أيام ""المارونية السياسية"" و أيام ""الحريرية السياسية "" لتلقي العلاج و الدواء و لإستعمال المستشفيات<LF><LF>اليوم في زمن ""الأيرنة و استعادة حقوق المسيحيين"" لبنان آخر دولة عربية ستحصل على لقاح كورونا ...<LF>اجتمع علينا المأمون و الطاعون",1,plan
387,مين في #الرياض مستعد ينقل الكلبة <LF>وصغارها لمزرعة أو استراحة آمنة؟<LF>العمل ممكن يرجع أي وقت فالموقع،و الشخص المؤذي اللي رابطها بهالشكل.<LF>وفرت مويه و أكل جاف وطري لكن ما حقدر استمر لأني ما حقدر ماديًا😣<LF>لكن لو تعاونت مجموعة حنقدر نوفر مكان و أكل و فحص و تطعيم و تعقيم👍🏻#تبنى_لاتشتري https://t.co/Dqu90VYHM1,0,personal
388,ما في شي لقاح للعنصرية؟,0,unrelated
389,#كوفيد19 / مصنعي لقاح فايزر و أكسفورد و موديرنا قلقون بعد الاعلان عن فشل لقاح نوفافاكس و جونسون &amp; جونسون في تحقيق فاعلية عالية في جنوب افريقيا ( ٥٠٪ و ٥٧٪ على التوالي) و انتشار سلالتهم الفتاكة خارج حدود القارة الافريقية  ..,-1,info_news
390,بريطانيا: بحلول سبتمبر المقبل سيتم تطعيم كل المواطنين ضد #كورونا #العربية_عاجل https://t.co/a1vIGVFnOW,1,plan
391,طالما هو انتاج الجمهورية الاسلامية فانه #لقاح_آمن https://t.co/VIEmmfxRlE,1,info_news
392,ولله الحمد تم أخذ للجرعة الثانية من لقاح كورونا.<LF> <LF>🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 https://t.co/hHF1Wtvezm,1,personal
393,#مستشار_الرئيس للصحة: 50 ألف جرعة من #لقاح_أسترازينيكا تصل مصر غدا<LF>https://t.co/tvExF1qCdR https://t.co/n0ZNQGa5fT,1,info_news
394,اول ماجاء الفايروس ندعي يصنعون لقاح ويوم جاء محد يبي ياخذه,1,personal
395,#عاجل | #أردوغان: خلال اليومين الماضيين تلقى 256 ألف مواطن تركي لقاح #كورونا,1,plan
396,#الصحة: لا نعتمد على لقاح واحد ضد #كورونا.. ونتواصل مع كل الدول المنتجة<LF>https://t.co/ge3KG9iqr6 https://t.co/c8yqRbTCOX,1,info_news
397,الأمير عبدالرحمن بن مساعد يتلقى الجرعة الثانية من لقاح #كورونا:  أخذت قبل قليل الجرعة الثانية من اللقاح .. لم أر داعيًا لتصوير ذلك فليس هناك ما يمكن أن يشجع المترددين أكثر من رؤية مولاي خادم الحرمين الشريفين وسيدي ولي العهد حفظهما الله وهما يتلقيان اللقاح. https://t.co/DxWfE5svIe,1,celebrity
398,بدء التطعيم باللقاح المضاد لكوفيد-19 للعسكريين الروس في قاعدة حميميم بسوريا  <LF>https://t.co/MZv5CVo3Jx,1,info_news
399,🎥#فيديو | وزير الدولة عضو مجلس الوزراء الأمير تركي بن محمد بن فهد يتلقى الجرعة الأولى من لقاح #كورونا.<LF><LF>#عكاظ #ان_تكون_اولا #تطبيق_عكاظ<LF>https://t.co/JTehHJr0f0 https://t.co/o5MHOMcCey,1,celebrity
400,أمنولن لقاح ببلادن<LF>#اللقاح_للبناني_أولاً,1,unrelated
401,راحوا متابعيني واللي اتابعهم ، ما بقى الا ٣ روحانيين ووحده مال منتجات التخسيس 🤣🤣<LF>شو قصتهم ما اعرف!! يا اصدقائي الروحانيين هذه فرصتكم تثبتوا لي تلقحوا💉 ، واجلبوا لي متابعيني 😬<LF>#تويتر <LF>#لقاح_كوفيد_19,0,others
402,@USER صحيح وانا اعتقد ان الهلال هو المسؤول عن سؤ الاحوال الجوية وتقلب الطقس وقت المبارات وكذلك لقاح كورونا الهدف منه تشتيت لاعبين الاهلي لان هذة مؤامرة لإسقاط الاهلي اكد لي المعلومة هذة احد موظفين شركة فايزر,0,personal
403,سعودي يتلقى لقاح المضاد لفيروس #كورونا على يد ابنته | #أوّل_نيوز https://t.co/LJCJ5Z5yHg,1,others
404,#دراسة: لقاح «فايزر» فعّال ضد سلالة #كورونا المكتشفة في بريطانيا<LF><LF>https://t.co/VqyCJhnocd https://t.co/PyDqpa8Pu7,1,info_news
405,"صانع حلوى ألماني يقدم لزبائنه ""لقاح كورونا""<LF><LF>#ألمانيا #حلويات #كورونا #حقنة #فن https://t.co/xN6NjorHcY",1,info_news
406,بشري<LF><LF>*جامعة كاليفورنيا: فيروس كورونا يقتل نفسه بالطفرة الجديدة وسينتهي خلال شهرين مثل نهاية سارس*<LF><LF>السلالات الجديدة أقل مقاومة للجهاز المناعي والفيروس سينتهي بدون لقاح<LF><LF>كشفت دراسات حديثة حول سلالات فيروس كورونا المُستجد الجديدة الناتجة عن حدوث طفرات في تكوينه، وأرعبت العالم   👍🏼,1,info_news
407,اغسل ايدك يسطا بلا تطعيم بلا خرا,0,unrelated
408,"#الإمارات تتخطى حاجز 3 ملايين جرعة من لقاح ""#كورونا"" | وام <LF><LF>#برق_الإمارات<LF>#يداً_بيد_نتعافى https://t.co/JbP3MnVqBa",1,info_news
409,#خادم_الحرمين_الشريفين - حفظه الله - يتلقى الجرعة الأولى من لقاح #كورونا ( كوفيد - 19 ). https://t.co/2azj4fpyf6,1,celebrity
410,الأمير عبدالرحمن بن مساعد يتلقى الجرعة الثانية من لقاح ⁧#كورونا⁩ :  أخذت قبل قليل الجرعة الثانية من اللقاح .. لم أر داعيًا لتصوير ذلك فليس هناك ما يمكن أن يشجع المترددين أكثر من رؤية مولاي خادم الحرمين الشريفين وسيدي ولي العهد حفظهما الله وهما يتلقيان اللقاح. https://t.co/AVgfeaubl0,1,celebrity
411,لقاح كورونا يطيح برئيس أركان الجيش الإسباني  <LF>https://t.co/LhXFUBxvng,-1,celebrity
412,لقاح «فايزر» فعال ضد السلالة البريطانية والجنوب أفريقية من «كورونا» https://t.co/v9pCM71yUJ,1,info_news
413,قائد القوات البرية الملكية يتلقى الجرعة الثانية من لقاح كورونا.<LF><LF>- https://t.co/LdXIxKlJJt,1,celebrity
414,بدون حقد : لو كان عنا دولة متل الخلق و 3 أشخاص متل الإنسان الشيخ سعد لكان صار عنا اليوم أكتر من 6 ملايين لقاح و كانوا كل الناس من مسلمين و مسيحيين سنة و شيعة و أرمن و .. الكل أخد اللقاح خلال 3 أشهر و خفف شوية على الناس المنكوبة كابوس الكورونا<LF>المفروض نشكروا و نشجع غيرو ليعمل متلو,1,personal
415,عزيزي مرتزق الروليكس <LF>اعلم أنك لست بحاجه لأخذ لقاح ضد كورونا أنت بحاجه للقاح ضد الإرتزاق والمذله .. لا أكثر,0,personal
416,خادم الحرمين الملك سلمان بن عبدالعزيز يتلقى لقاح كورونا https://t.co/mrO7Ma4XFu,1,celebrity
417,انا ع ثقة قبل شهرين اقلّه ، ما في لقاح https://t.co/pQoudfEsNw,1,personal
418,عميد كلية الطب ب #جامعة_الملك_عبدالعزيز<LF>أ.د. محمود بن شاهين الأحول يتلقى الجرعة الثانية من لقاح #كورونا ، معرباً عن خالص شكره وامتنانه لما تقدمه حكومة خادم الحرمين الشريفين وسمو ولي عهده الأمين من دعم وحرص على سلامة المواطنين والمقيمين.<LF>@USER https://t.co/1ydN7rWO1V,1,celebrity
419,يوم #السِّبت 9 يناير-أحدث ضحايا فيروس #كورونا في #إيران<LF>#لقاح_كورونا  <LF>#كوفيد_19 <LF> https://t.co/iosjOA6tCp,0,info_news
420,"🛑صحيفة ""ذي سنداي تيليغراف"" البريطانية ، الأحد ، 24 يناير <LF><LF>•يجب على أولئك الذين حصلوا على لقاح Covid-19 الالتزام بقواعد الإغلاق لأنهم ""قد يستمرون في نشر الفايروس لشخص آخر"".  <LF>•البروفيسور جوناثان فان تام:العلماء ""لا يعرفون حتى الآن تأثير اللقاح على انتقال العدوى"". https://t.co/KV6miz8lMS",1,info_news
421,بطلت الناس تسأل كيف الجو ... كلها تبدي سوالف بـ: اخذتوا لقاح الكورونا؟,0,others
422,طبيب يشرح لـCNN بعض المخاوف بشأن #لقاح_كورونا بما في ذلك سبب ورود تقارير عن إصابة أشخاص بالفيروس بعد تلقي جرعتهم الأولى.. شاهد https://t.co/ciIZdDGBZj,1,info_news
423,عاجل : وصول اول دفعة من لقاح فايزر الى مطار الملكة علياء الدولي في الاردن .,1,info_news
424,"السفير الأميركي لدى #السعودية بعد أخذه لقاح #كورونا في مركز اللقاحات بـ #الرياض <LF><LF>"" شكراً تصنعونه لبلادكم ، نحن معجبون جداً  بما تفعلون ، نحن بحاجة أن نكون مثلكم في هذا الشأن <LF>@USER https://t.co/1cl77hESTa",1,celebrity
425,انا اضحك على اللي كان مسوي علينا فاهم ويدافع عن لقاح #كورونا والاشاعات حوله الان لا نسمع لهم صوت حول كل هذا التبذير في المال العام ونسمعهم يشجبوا على تخريب الكونجرس الأمريكي ولا نرى احد يتكلم عن تعطيل المواطنين في الوظائف وسرقت #الصحة وهي راضية https://t.co/pXoj681wz2,0,personal
426,وزير الصحة البريطاني: نسعى للوصول إلى 200 ألف تطعيم في اليوم <LF>#العربية https://t.co/V99Uj282oX,1,info_news
427,ديزني لاند مدينة الألعاب المشهورة تتحول إلى مكان للنجاة من الفيروس بدلا من التسلية <LF><LF>#كاليفورنيا #الولايات_المتحدة #كورونا #لقاح_كورونا #هنا_المملكة https://t.co/ZRSdh2dtqM,1,info_news
428,جرعات لقاح «كورونا» الممنوحة لسكان الدولة تشارف المليـون https://t.co/XcMEAwfKzX,1,info_news
429,العراق.. لقاح كورونا سيوزع مجانا والأولوية لأربع فئات  <LF>https://t.co/3dUVRoSVv8,1,plan
430,لا صادني كوفيد ولا خذت لقاح ولا تزوجت يعني ما عندي شي يثبت وجودي في 2020,0,unrelated
431,"على الرغم من أن الإشارات الحكومية كانت تؤكد على انطلاق الحملة الوطنية للتلقيح ضد فيروس ""كوفيد 19"" قبل نهاية 2020، فإن السنة الجديدة انطلقت دون أي إشارة تدل على بداية هذه الحملة.. فهل يسرع وصول الشحنة الأولى من ""اللقاح الصيني"" إطلاق حملة التلقيح؟<LF>#المغرب #لقاح_كورونا #فيروس https://t.co/wM9hkqEsgi",1,plan
432,#الملك_يتلقي_لقاح_كورونا<LF><LF>استودعناك الله الذي لا تضيع ودائعه 🤲<LF>عندما يتقدم الوالد ومو أي والد، أمام ابنائه ويطمنهم، فنعم الأب ونعم القيادة. <LF><LF>ولكل دول العالم نقول، هذه قيادتنا اللي نعشقها وهذا بلدنا اللي نفديه بدمنا ❤️<LF><LF>وسلامتكم 🙏 https://t.co/ORHmwkGFjF,1,celebrity
433,تلقيت  صباح اليوم الجرعه الاولى من لقاح #كورونا <LF>#كوفيد19 سهوله فالدخول سرعة فالانجاز شكرا لدوله اهتمت في مواطنيها وجعلتهم في اول اهتماماتها شكرا سلمان ملك الحزم شكرا محمد امير الهمه شكرا ياقمه https://t.co/Wnld1qPQ3y,1,personal
434,تلقيت اليوم الجرعة الثانية من لقاح كرونا،ولله الحمد لا يوجد آثار جانبية .<LF>كما اشكر سيدي خادم الحرمين وولي عهدة الامين حفظهما الله ووزارة الصحة وطواقمها الطبية على حسن التعامل والخدمة المميزة https://t.co/HbPTWrZ9m3,1,personal
435,#الهند تعلن عن استعدادها لتسهيل حصول #السلطنة على لقاح أسترازينيكا المصنع في الهند.<LF>جريدة #وجهات,1,info_news
436,"صندوق الاستثمارات الروسي: لقاح ""سبوتنيك"" يصل الأراضي الفلسطينية في الربع الأول من 2021 #العربية_عاجل https://t.co/a1vIGVFnOW",1,info_news
437,الجزائر تعلن اقتناء لقاح مضاد لكورونا من الصين  <LF>https://t.co/Rq4bCrY21M,1,info_news
438,توفي ١٠ اشخاص بعد تلقيهم لقاح فايزر في المانيا والنروج ايضا https://t.co/yrFeM8Kc1N,-1,info_news
439,"لمواجهة ""الوضع المتأزم"".. #لبنان يبرم صفقة ""لقاح #كورونا""<LF>#سكاي_أخبار<LF>https://t.co/BtmudtOYaQ",1,info_news
440,"🔴🔴#بلحيمر: وصول شحنة أخرى من لقاح ""أسترازينيكا كسفورد"" المضاد لكورونا يوم الأحد المقبل https://t.co/J4JfUz02Ww",1,info_news
441,في تقرير للمركز  الأمريكي للسيطرة على الأمراض ومنعها (الذي يديره سئ الصيت د. فوشي) أنه أصيب 3150 شخصًا بالشلل بعد أخذ لقاح  COVID-19<LF>لا نتمنى لكم الشلل بعد أخذ اللقاح ....<LF>https://t.co/RmgRULnDgc,-1,info_news
442,فيديو..<LF><LF>⁧خادم الحرمين⁩ يتلقى الجرعة الأولى من لقاح فيروس ⁧#كورونا⁩  <LF><LF>https://t.co/u9oG53O1cW,1,celebrity
443,وزارة الصحة المصرية : البدء في توزيع لقاح #كورونا غدا الأحد  على الأطقم الطبية  في مستشفيات العزل على أن تكون البداية من مستشفى أبوخليفة للعزل بمحافظة الإسماعيلية #مصر,1,plan
444,#عاجل<LF>#روسيا تعلن استعدادها لتزويد #مصر بتكنولوجيا تصنيع لقاح #كورونا (سبوتنيك V) https://t.co/7EEnbb6NsW,1,info_news
445,ميركل : ألمانيا ستستخدم لقاح سبوتنيك الروسي لو إجتاز اختبارات الفعالية والأمان وألمانيا منفتحة على كل اللقاحات شرط فعاليتها وسلامتها https://t.co/WAujO0Hno9,1,info_news
446,التطعيم بلقاح فايزر أو سينوفارم الصيني أو أي لقاح تعتمده وزارة الصحة الإماراتية يعد الآن ضروريا لكل أحد فلا تستمعوا إلى كلام المرجفين والذين يخوفونكم ..<LF>حكومة دولة الإمارات الرشيدة تسهم في القضاء على الوباء محليا وعالميا بمد يد العون للجميع وأرجو أن نكون جميعا بقدر هذه المسؤولية! https://t.co/aNtl2xiiVQ,1,info_news
447,الهند تبدأ تجارب لقاح كورونا الأنفي قريباً 💉🇮🇳<LF><LF>#الرؤية_بلا_حدود https://t.co/pzWCP4sNtl,1,info_news
448,انا عارف يوم ٢٠ /٢ كورونا هتنتهي وهينزل لقاح فعال بنسبه ٢٠٠% وبلاش لكل الناس وهنمتح بردوا. 😄,1,info_news
449,#عاجل/ الملك والأمير الحسن وولي العهد يتلقون لقاح كورونا. -(بترا) <LF>#بترا #الاردن https://t.co/usooeiJujF,1,celebrity
450,مقطع @USER سوير<LF><LF>توعيه بعد أخذ لقاح كورونا<LF><LF>فخور فيك ياسوير https://t.co/l643AcuZ76,1,celebrity
451,".<LF>مصادر هسبريس تفيد بأن طائرة ""بوينغ 787 دريملاينر"" تابعة للخطوط الملكية المغربية أقلعت، بعد زوال اليوم الخميس، من مطار محمد الخامس نحو مطار مومباي الدولي بالهند، من أجل جلب جرعات من اللقاح المضاد لفيروس كورونا المستجد.<LF>#طائرة #المغرب #لقاح #الهند #كورونا https://t.co/L4QffLnPYR",1,info_news
452,العديد من الأشخاص يشعرون بالتردد تجاه تلقي لقاح #كورونا، فما هي الاعتقادات الشائعة التي تتداول حوله، وما مدى صحتها؟ https://t.co/PaTS6HNC3L,1,others
453,ولله الحمد اخذت اليوم الجرعة الاولى من لقاح كورونا بمركز لقاحات كورونا..كل الشكر والتقدير لحكومتنا الرشيدة على الدعم والرعاية التي توليها لمواطنيها..والشكر موصول لوزارة الصحة ولجميع القائمين على هذا التنظيم الرائع والمشرف..ونفخر بشبابنا وشاباتنا المتألقين في ارض الحدث ماشاء الله https://t.co/6FG0kgsRFm,1,personal
454,لا تجوز  مقارنة نسبة التطعيم في الكويت بالإمارات والبحرين مثلاً..<LF><LF>في الكويت تم استخدام لقاح فايزر لأنه الوحيد مع موديرنا الذي انتهى من جميع أبحاثه وحاز على موافقة منظمة الغذاء والدواء الأمريكية. في الإمارات والبحرين غالب النسبة للتطعيم الصيني والذي بدأ منذ أشهر كجزء من البحث..,1,info_news
455,#الشرق_عاجل بريطانيا تعلن ترخيص لقاح موديرنا للاستخدام الطارئ ضد فيروس كورونا #عاجل,1,info_news
456,ما هي #طريقه_الشفاء_من_كورونا_مدى_الحياه وهل سيتمكن أطباء البشر من إيجاد لقاح أو دواء له وهم لم يعرفوا حتى من أين غزاهم الله به، ولا ما هية نشأته؟ وهل فيروس #كورونا له علاقة بالبشر أم أنه فيروس بشري؟ https://t.co/xk4uqvga6r,0,personal
457,#عاجل <LF>مولاي #خادم_الحرمين_الشريفين - حفظه الله - يتلقى الجرعة الأولى من لقاح كورونا ( كوفيد - 19 ).<LF> https://t.co/6aRD7ICBYE,1,celebrity
458,هل سيتلقى راغب علامة لقاح كورونا؟ هذا ما كشفه<LF>https://t.co/19LTRaru2C<LF>@USER @USER <LF>#مشاهير #فن #راغب_علامة #سوبرستار #لبنان #لقاح #وباء #فيروس #كورونا #بيروت https://t.co/Rwyc4hocJg,1,celebrity
459,من سيتلقى لقاح كورونا بعد وصوله إلى لبنان.السياسيين ام الشعب؟<LF>الجواب مع النائب عاصم عراجي رئيس اللجنة النيابية الصحية 👇 https://t.co/KbZcWv2QoI,1,celebrity
460,الحمدلله اليوم اخذت اول جرعة من لقاح سينوفارم الصيني. <LF><LF>#لقاح_كورونا #كورونا #لقاح_كوفيد_19 https://t.co/maPw9TSskz,1,personal
461,شوف تاثير #تطعيم_كورونا في #بريطانيا<LF>خلال مدة قصيرة نزلت عدد حالات الاصابة في #كورونا بنسبة 25%<LF>وهذا فقط بعد<LF>تطعيم 6.5 مليون شخص الجرعة الاولى<LF>وتطعيم 470 الف شخص الجرعة الثانية<LF>شدوا حيلكم! الحل في الاستعجال في<LF>#حملة_التطعيم_الشاملة<LF>تاخيرها يكلفنا الكثير من الارواح!<LF>@USER https://t.co/EE9kG5enSj,1,info_news
462,❌الإشاعة: بعد أخذ مطعوم #كوفيد_19، لا داعي للاستمرار في اتباع تدابير السلامة الوقائية والإجراءات الاحترازية.<LF><LF>✅الحقيقة 👇 https://t.co/2wSu9WM5a9,1,rumors
463,"مجلة ""ذي لانسيت"" :  لقاح"" سبوتنيك v"" الروسي فعال بنسبة 91.6 بالمئة  <LF>https://t.co/HwdN3I2p4U https://t.co/gKK947PnHc",1,info_news
464,شاهد ..غرفة تطعيم #الأطقم_الطبية بـ #لقاح_كورونا بـ #مستشفى_أبو_خليفة بـ #الاسماعيليه https://t.co/64fS6FLodn,1,plan
465,معالي الوزير علي النعيمي بعد اخذه لقاح كورونا وقصة العروس.. الله يمد بعمره بالصحة والعافية.. رجل اجمع الجميع على حبه وتقديره وافنى عمره في خدمة الوطن ومصلحة الوطن https://t.co/ucu2zMuNC6,1,celebrity
466,منظمة الصحة العالمية متحيزة لصالح التكنولوجيا الأميركية التي لم يتم اختبارها بشكل كافٍ، والتي يمكن أن تخاطر بحياة العديد من الأشخاص حول العالم، من أجل جذب الولايات المتحدة للعودة إلى المنظمة<LF>لن نكون حقل تجارب لأميركا نريد #لقاح_آمن,1,info_news
467,"زعيم ديني يهودي شهير:<LF><LF>""أخذ لقاح كورونا سيحولكم إلى مثليين!"". https://t.co/7Dquc4cxGX",-1,personal
468,"#صحة_دبي تتسلم الشحنة الأولى من لقاح ""استرازينيكا""، لتضيفها إلى قائمة اللقاحات المضادة لمرض #كوفيد19، التي توفرها في منشآتها الطبية. والشحنة الأولى قادمة من الهند، وذلك بفضل الجهود التي بذلتها وزارة الخارجية والتعاون الدولي الإماراتية بالتعاون مع الخارجية الهندية. https://t.co/1QgKsoPOeR",1,info_news
469,#جو_بايدن: سنوزع 100 مليون جرعة تطعيم لكورونا في أول 100 يوم من إدارتي وسنقدم خطة للتعافي وعودة الطلاب للمدارس ومساعدة العائلات الأميركية. https://t.co/4lYRuvmRZJ,1,plan
470,عاجل 🔴<LF>.<LF><LF>.<LF>#خادم_الحرمين_الشريفين - حفظه الله - يتلقى الجرعة الأولى من لقاح كورونا ( كوفيد - 19 ).<LF>.<LF><LF>.<LF><LF>#الملك_يتلقى_لقاح_كورونا https://t.co/wGxYvP9MsG,1,celebrity
471,الحمد لله.  تلقيت اليوم الجرعة الثانية من #لقاح_كورونا، أتقدم بالشكر لقيادتنا الرشيدة لحرصها الدائم على صحة الفرد والمجتمع، وأذكر جميع من أخذ الجرعة الأولى بضرورة أخذ الجرعة الثانية في موعدها.<LF><LF>حفظكم الله من كل سوء 🤲🏻 https://t.co/AimOcl4fkr,1,personal
472,هناك 1780 مليونيراً في لبنان. ماذا لو فُرضت الضريبة على ثرواتهم؟<LF>أُنجِز هذا الإنفوغراف بدعم من مؤسسة أوكسفام.<LF>#محاربة_الفقر  #محاربة_اللامساواة  #فيروس_اللامساواة  #لقاح_الناس #لبنان_ينتفض <LF>2/3<LF>@USER https://t.co/aNtozvtDtS,0,unrelated
473,ما هى إجراءات الحصول على #لقاح_كورونا بعد التسجيل بالموقع؟ وزارة #الصحة تجيب<LF>https://t.co/YxfjlQQDkQ https://t.co/jmQ61xgNkw,1,info_news
474,رئيس #اندونيسيا  يتلقي لقاح كورونا <LF><LF>وارتجاف ورعشة ايادي الدكتور او الممارس الصحي وقت اعطاء اللقاح للرئيس يصبح مثار سخرية ونقاش كبير في مواقع التواصل <LF><LF>عينكم علي الرجفة اللي هو فيها يا انه خايف من الموقف والاعلام والصحافة ولا ما افطر 😂🤦🏻‍♂️ https://t.co/1Z1Ap5FonB,1,info_news
475,حسب الدراسات  لقاح أكسفورد ضد كوفيد ١٩ غير فعال بتحفيز جهاز المناعه لأنتاج الأجسام المضاده لمكافحة الفيروس لمن هم فوق ٦٥ سنه <LF><LF>لذلك لا تنصح الهيئات الصحيه بهالدول  🇸🇪🇩🇪🇫🇷بأخذ تطعيم اكسفورد لمن فوق ٦٥ سنه ما منه فايده <LF><LF>ما لكم الا فايزر حق اللي فوق ٦٥ https://t.co/2FovQ6sfkT,-1,info_news
476,#لقاح_كورونا والدول الفقيرة https://t.co/xC3mJbMzJO,1,info_news
477,#فيديو 🔴<LF>.<LF>.<LF><LF>سمو الأمير #بندر_بن_سلطان بن عبدالعزيز يتلقى الجرعة الأولى من #لقاح_كورونا .<LF><LF>.<LF>. https://t.co/WEigrQRtgL,1,celebrity
478,"أوروبا تسعى لتأمين 75 مليون لقاح ""فايزر بيونتيك""<LF>بالربع الثاني في العام الحالي من أصل 600 مليون جرعة تستهدف الحصول عليها بنهاية العام<LF>https://t.co/O1ZLPyxpSt",1,info_news
479,#عاجل| مصادر: تطعيم الأطباء يبدأ غدا من مستشفيي أبوخليفة والعجوزة للعزل<LF>https://t.co/e3w3MwJTf2<LF><LF>#تحدي_الكمامة,1,info_news
480,منظمة اليونسيف : <LF><LF>سنوفر 2 مليار جرعة من لقاح كورونا لـ 92 دولة فقيرة.<LF>.<LF>.<LF>نيويورك,1,info_news
481,"تركيا.. وزير الصحة قوجة يتلقى أول جرعة من لقاح ""كورونافاك"" الصيني في مستشفى بالعاصمة أنقرة https://t.co/TOKeoPZ8rN",1,celebrity
482,هل أكرم إمام أوغلو هو من أعطى لقاح “كورونا” لأردوغان اليوم؟<LF>التفاصيل: https://t.co/2zVBSt4e7G,0,celebrity
483,مساء الخيرات جميعاً ..<LF>اليوم الثالث ٢٠٢١/١/١٦ بعد الجرعة الثانية من تطعيم فايزر بايونتيك ..<LF>لا أعراض نهائيا …لدرجة إني نسيت اخبركم … 🤭<LF>الجديد هو … شعوري النفسي بالأمان بالرغم من أنني ساستمر في لبس الكمام وغسل اليدين والتباعد الاجتماعي …😊<LF>الحمدلله رب العالمين والفضل والمنة…,1,personal
484,https://t.co/Weyu6ROXrt                                            فيديو | مراسل #الإخبارية يتلقى لقاح #كورونا,1,celebrity
485,لن تعود الحياة لطبيعتها السابقة، حتى يتم تطعيم أغلب المجتمع والسكان، هذا كلام مهرجي السيرك الطبي، ولا نزال بالبداية، أمامنا الجزء الثاني من المسرحية، هذه السنة هي سنة اللقاحات، وربطها بكل مجالات الحياة، وإجبار الناس عليها، لا أكثر ولا أقل.,1,personal
486,🇬🇧 الصيدليات المجتمعية في بريطانيا تبدأ في إعطاء لقاح كورونا. https://t.co/jBloiDlTJL,1,info_news
487,ترَقّبوا جاري (ماجيستر في علم التنظير) بآخر تحليلاته عن لقاح وباء كورونا.<LF>المكان: مدخل البناية<LF>الزمان: ٢٤/٢٤<LF>المحاضرة برعاية دخان الجار (سيدرس)...يتخلل المحاضرة تدشاية حسب نوع غذاء المحاضِر.,1,info_news
488,"أي دكتور يقولك إن فيه لقاح آمن ومعتمد حط هالرابط بعينه وقوله كافي جذب.<LF><LF>إدارة الغذاء والدواء الأميريكية هي من صرحت بأن لا يوجد لقاح معتمد وهو لقاح تجريبي 🐁.<LF><LF>انت عندك عقل وحر  مو ""مناديب مافيا اللقاحات"" يتحكمون بحياتك.<LF><LF>https://t.co/fs6Sq5YI3D https://t.co/btuu9rDEh9",1,rumors
489,مدير الأمن العام الفريق أول ركن خالد الحربي يتلقى الجرعة الأولى من لقاح #كورونا https://t.co/Kc8l9pmKan,1,celebrity
490,سويسرا تنضم إلى الدول المتأثرة بشدة بالنقص في توريد لقاح كورونا، حيث أعلن المكتب الاتحادي للصحة، أن عدد الأشخاص المستهدف تلقيحهم في فبراير المقبل سيتقلص إلى النصف.<LF>التفاصيل: https://t.co/oVk79jCfus<LF>#سوسرا #فيروس #كورونا #صحة #لقاح https://t.co/cSnqySdUsR,1,info_news
491,"بارغواي تسجل لقاح ""سبوتنيك V"" الروسي ضد كورونا  <LF>https://t.co/wCxtqWXn3P",1,info_news
492,🎥#فيديو | #وزير_الصحة @USER يتلقى الجرعة الثانية من لقاح #كورونا.<LF><LF>#عكاظ #ان_تكون_اولا #تطبيق_عكاظ<LF>https://t.co/JTehHJr0f0 https://t.co/HJyJ4O1AFL,1,celebrity
493,من قلب الحدث:<LF>عجايز الحارة يحلفن إنهن م يروحن ياخذن <LF> (لقاح كورونا) 😂😂💔<LF>م عرفت أنصح ولا أضحك🥺🥺😂,0,others
494,إصابة 13 شخصا بشلل فى الوجه بعد تلقيهم لقاح كورونا بإسرائيل,-1,info_news
495,يا جماعة فيه عدة انواع من اللقاحات الصينية<LF>اللقاح اللي عندنا هو لقاح شركة سينوفارم وفعاليته ممتازة فوق الثمانين بالمائة<LF><LF>لكن اللي تسمعون عنه في الاخبار عن لقاح صيني فعاليته قليلة وما تتجاوز الخمسين بالمائة هو لقاح سينوفاك الصيني وليس سينوفارم<LF>لذلك وجه التنويه,1,info_news
496,محدش شاف اللقاح بتاع الكورونا ده ي جدعان اصل الناس ف الدول الي حوالينا بتاخده بقالها شهر واكتر <LF>واحنا هنا لسه بنتناقش ف مؤخرة الفنانة رانيا يوسف  <LF>المشكلة ان كان ف اخبار هنكون م أوائل الدول الي هتاخد اللقاح وكدة<LF>بس هو الوضع لو استمر كدة شهر كمان مش هنحتاج نجيب لقاح اصلا,1,info_news
497,#نريد_لقاح_آمن حتى ترجع الحياة الى طبيعتها بعدما اوقف الفايروس كل شي,1,requests
498,فتح تحقيق في امريكا بعد وفاه الطبيب جريجوري بعد تناول لقاح فايزر <LF>طوال56سنه لم يحدث له اي شيء<LF> ولكن بعد ايام من اللقاح حدث اضطراب الدم المؤدي للوفاه<LF>idiopathic thrombocytopenic purpura<LF>Severe thrombocytopenia<LF>الجسم يهاجم الصفائج<LF>تحليل الدم بالكامل طبيعي<LF>الصفائح صفر بدلا من400 الف https://t.co/egX1ZGOUk8,-1,info_news
499,لقيوا لقاح كورونا والاستييييذ بعده #لزق_عالكرسي,0,personal
500,عضو اللجنة العلمية لمتابعة ورصد تفشي كورونا رياض مهياوي:<LF>🔴درسنا اللقاحات واخترنا أفضلها للجزائريين<LF><LF>🔴اختيارنا الأول وقع على اللقاح الروسي يليه اللقاح الصيني وأخيرا لقاح استرازينيكا<LF><LF>🔴لازلنا متمسكين بأن اللقاح سيصل الجزائر قبل نهاية شهر جانفي https://t.co/5UaveuGnru,1,info_news
