id,stance,category
1679,0,plan
1680,0,unrelated
1681,1,info_news
1682,1,personal
1683,1,info_news
1684,-1,plan
1685,1,personal
1686,0,unrelated
1687,1,info_news
1688,0,unrelated
1689,1,personal
1690,-1,info_news
1691,1,personal
1692,1,personal
1693,1,info_news
1694,1,plan
1695,0,personal
1696,1,plan
1697,1,personal
1698,1,info_news
1699,1,info_news
1700,1,plan
1701,1,celebrity
1702,0,info_news
1703,1,plan
1704,1,plan
1705,1,plan
1706,1,info_news
1707,1,personal
1708,1,celebrity
1709,1,personal
1710,1,info_news
1711,1,unrelated
1712,1,info_news
1713,1,info_news
1714,1,info_news
1715,1,info_news
1716,-1,requests
1717,1,info_news
1718,1,info_news
1719,-1,info_news
1720,1,unrelated
1721,1,info_news
1722,1,personal
1723,1,plan
1724,1,others
1725,1,info_news
1726,1,info_news
1727,1,info_news
1728,1,info_news
1729,1,celebrity
1730,1,info_news
1731,1,celebrity
1732,-1,info_news
1733,1,info_news
1734,1,info_news
1735,1,celebrity
1736,1,plan
1737,1,info_news
1738,1,info_news
1739,1,unrelated
1740,1,others
1741,1,celebrity
1742,1,info_news
1743,-1,info_news
1744,1,info_news
1745,1,info_news
1746,1,info_news
1747,1,info_news
1748,0,personal
1749,1,info_news
1750,1,info_news
1751,1,personal
1752,1,info_news
1753,1,info_news
1754,1,info_news
1755,1,celebrity
1756,1,unrelated
1757,1,personal
1758,1,info_news
1759,1,personal
1760,1,celebrity
1761,1,personal
1762,1,celebrity
1763,-1,others
1764,1,unrelated
1765,0,unrelated
1766,1,personal
1767,1,personal
1768,1,rumors
1769,1,celebrity
1770,1,celebrity
1771,1,info_news
1772,1,unrelated
1773,1,celebrity
1774,0,unrelated
1775,1,info_news
1776,1,celebrity
1777,1,celebrity
1778,1,info_news
1779,1,info_news
1780,1,info_news
1781,1,personal
1782,1,info_news
1783,1,plan
1784,1,info_news
1785,1,info_news
1786,-1,requests
1787,1,info_news
1788,0,info_news
1789,1,info_news
1790,1,celebrity
1791,1,info_news
1792,1,celebrity
1793,0,others
1794,1,info_news
1795,1,info_news
1796,1,info_news
1797,1,info_news
1798,-1,info_news
1799,0,advice
1800,0,others
1801,1,rumors
1802,0,celebrity
1803,1,others
1804,-1,personal
1805,1,plan
1806,1,info_news
1807,1,plan
1808,1,personal
1809,1,personal
1810,1,personal
1811,1,plan
1812,1,info_news
1813,1,plan
1814,1,personal
1815,-1,celebrity
1816,1,info_news
1817,1,personal
1818,1,info_news
1819,1,info_news
1820,0,others
1821,1,info_news
1822,1,info_news
1823,1,info_news
1824,1,info_news
1825,1,info_news
1826,1,info_news
1827,1,personal
1828,1,info_news
1829,1,celebrity
1830,1,personal
1831,1,plan
1832,-1,info_news
1833,1,celebrity
1834,1,celebrity
1835,1,info_news
1836,0,others
1837,-1,rumors
1838,0,info_news
1839,1,info_news
1840,1,personal
1841,1,plan
1842,1,info_news
1843,1,personal
1844,1,info_news
1845,1,info_news
1846,1,info_news
1847,0,unrelated
1848,1,info_news
1849,1,personal
1850,1,info_news
1851,0,restrictions
1852,0,info_news
1853,1,rumors
1854,1,info_news
1855,0,personal
1856,1,others
1857,1,info_news
1858,1,info_news
1859,-1,info_news
1860,1,personal
1861,1,info_news
1862,1,others
1863,1,info_news
1864,1,info_news
1865,1,personal
1866,1,personal
1867,1,personal
1868,1,restrictions
1869,0,info_news
1870,1,info_news
1871,1,info_news
1872,1,info_news
1873,1,personal
1874,1,info_news
1875,0,rumors
1876,1,info_news
1877,0,unrelated
1878,-1,info_news
1879,0,unrelated
1880,1,info_news
1881,1,info_news
1882,0,personal
1883,1,personal
1884,1,info_news
1885,-1,personal
1886,-1,info_news
1887,-1,unrelated
1888,1,info_news
1889,0,info_news
1890,1,personal
1891,1,plan
1892,1,celebrity
1893,1,others
1894,1,info_news
1895,1,info_news
1896,1,celebrity
1897,0,unrelated
1898,1,info_news
1899,1,info_news
1900,1,personal
1901,1,personal
1902,1,info_news
1903,1,celebrity
1904,1,plan
1905,1,plan
1906,1,celebrity
1907,-1,info_news
1908,0,celebrity
1909,1,info_news
1910,1,info_news
1911,1,info_news
1912,1,info_news
1913,1,personal
1914,0,info_news
1915,1,info_news
1916,1,personal
1917,1,restrictions
1918,-1,info_news
1919,1,others
1920,1,info_news
1921,0,personal
1922,1,personal
1923,1,info_news
1924,-1,info_news
1925,1,info_news
1926,1,plan
1927,0,unrelated
1928,1,celebrity
1929,1,info_news
1930,0,personal
1931,1,info_news
1932,1,celebrity
1933,1,celebrity
1934,0,unrelated
1935,1,info_news
1936,1,info_news
1937,1,info_news
1938,1,info_news
1939,1,info_news
1940,-1,info_news
1941,1,info_news
1942,1,info_news
1943,1,personal
1944,-1,info_news
1945,1,info_news
1946,1,others
1947,0,info_news
1948,1,personal
1949,-1,advice
1950,1,info_news
1951,1,plan
1952,-1,info_news
1953,1,celebrity
1954,1,personal
1955,0,plan
1956,1,info_news
1957,1,info_news
1958,1,plan
1959,1,info_news
1960,1,info_news
1961,1,plan
1962,1,info_news
1963,0,unrelated
1964,-1,info_news
1965,1,personal
1966,1,rumors
1967,1,info_news
1968,1,personal
1969,1,plan
1970,1,info_news
1971,0,info_news
1972,1,unrelated
1973,1,info_news
1974,1,info_news
1975,1,celebrity
1976,1,personal
1977,1,celebrity
1978,1,plan
1979,1,plan
1980,1,advice
1981,1,celebrity
1982,1,plan
1983,1,info_news
1984,-1,info_news
1985,1,plan
1986,1,celebrity
1987,1,celebrity
1988,1,celebrity
1989,1,info_news
1990,1,plan
1991,0,info_news
1992,0,info_news
1993,-1,info_news
1994,1,personal
1995,1,plan
1996,1,personal
1997,1,info_news
1998,0,unrelated
1999,0,info_news
